timestamp,load_mw,pv_capacity_factor,ghi_w_per_m2,temperature_c,pv_source,case_id,load_source
2025-01-04 13:00:00,1.1561,0.54208,1000.0,24.09,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-04 14:00:00,1.142,0.48602,1000.0,24.35,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-04 15:00:00,1.1841,0.39683,1000.0,27.33,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-04 16:00:00,1.2384,0.2806,1000.0,25.65,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-04 17:00:00,1.2867,0.14525,726.3,23.96,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-04 18:00:00,1.3433,0.0,0.0,25.9,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-04 19:00:00,1.3511,0.0,0.0,28.23,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-04 20:00:00,1.3417,0.0,0.0,28.1,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-04 21:00:00,1.3166,0.0,0.0,25.06,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-04 22:00:00,1.1969,0.0,0.0,26.02,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-04 23:00:00,1.1234,0.0,0.0,25.76,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 00:00:00,0.897,0.0,0.0,25.46,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 01:00:00,0.9123,0.0,0.0,23.22,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 02:00:00,0.9668,0.0,0.0,23.56,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 03:00:00,0.9479,0.0,0.0,22.64,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 04:00:00,0.996,0.0,0.0,24.16,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 05:00:00,1.0884,0.0,0.0,23.6,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 06:00:00,1.0753,0.0,0.0,21.69,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 07:00:00,1.1391,0.16604,830.2,21.02,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 08:00:00,1.0999,0.32077,1000.0,21.72,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 09:00:00,1.1248,0.45364,1000.0,20.38,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 10:00:00,1.0981,0.5556,1000.0,20.19,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 11:00:00,1.1165,0.61969,1000.0,20.97,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 12:00:00,1.1582,0.64155,1000.0,22.05,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 13:00:00,1.086,0.61969,1000.0,21.98,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 14:00:00,1.1714,0.5556,1000.0,24.75,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 15:00:00,1.1918,0.45364,1000.0,26.38,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 16:00:00,1.2039,0.32077,1000.0,23.62,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 17:00:00,1.2253,0.16604,830.2,26.66,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 18:00:00,1.3241,0.0,0.0,26.77,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 19:00:00,1.3372,0.0,0.0,27.92,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 20:00:00,1.3639,0.0,0.0,27.49,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 21:00:00,1.3204,0.0,0.0,25.22,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 22:00:00,1.3047,0.0,0.0,25.21,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-05 23:00:00,1.1624,0.0,0.0,26.67,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 00:00:00,0.937,0.0,0.0,27.55,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 01:00:00,0.9795,0.0,0.0,21.96,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 02:00:00,0.9926,0.0,0.0,25.02,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 03:00:00,1.0496,0.0,0.0,25.51,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 04:00:00,1.0656,0.0,0.0,22.77,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 05:00:00,1.0906,0.0,0.0,23.21,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 06:00:00,1.1655,0.0,0.0,20.85,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 07:00:00,1.11,0.17526,876.3,21.43,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 08:00:00,1.1416,0.33859,1000.0,19.07,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 09:00:00,1.1342,0.47883,1000.0,18.09,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 10:00:00,1.1483,0.58645,1000.0,23.32,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 11:00:00,1.1157,0.6541,1000.0,20.9,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 12:00:00,1.1842,0.67717,1000.0,22.32,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 13:00:00,1.1663,0.6541,1000.0,21.65,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 14:00:00,1.1428,0.58645,1000.0,22.39,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 15:00:00,1.184,0.47883,1000.0,25.02,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 16:00:00,1.2665,0.33859,1000.0,24.91,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 17:00:00,1.3335,0.17526,876.3,27.19,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 18:00:00,1.4221,0.0,0.0,27.78,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 19:00:00,1.4868,0.0,0.0,27.88,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 20:00:00,1.4039,0.0,0.0,27.86,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 21:00:00,1.3205,0.0,0.0,29.77,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 22:00:00,1.2157,0.0,0.0,25.5,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-06 23:00:00,1.2115,0.0,0.0,26.54,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 00:00:00,0.9439,0.0,0.0,27.7,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 01:00:00,0.9616,0.0,0.0,27.17,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 02:00:00,0.9673,0.0,0.0,22.37,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 03:00:00,1.0032,0.0,0.0,23.26,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 04:00:00,1.0733,0.0,0.0,25.04,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 05:00:00,1.0847,0.0,0.0,23.14,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 06:00:00,1.1141,0.0,0.0,22.2,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 07:00:00,1.1153,0.14615,730.7,21.28,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 08:00:00,1.109,0.28233,1000.0,20.93,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 09:00:00,1.1487,0.39928,1000.0,22.04,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 10:00:00,1.1595,0.48902,1000.0,21.52,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 11:00:00,1.2173,0.54543,1000.0,22.32,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 12:00:00,1.1684,0.56467,1000.0,23.12,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 13:00:00,1.2056,0.54543,1000.0,22.71,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 14:00:00,1.1745,0.48902,1000.0,25.3,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 15:00:00,1.179,0.39928,1000.0,29.65,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 16:00:00,1.2252,0.28233,1000.0,23.34,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 17:00:00,1.2824,0.14615,730.7,27.11,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 18:00:00,1.427,0.0,0.0,25.96,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 19:00:00,1.3617,0.0,0.0,28.27,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 20:00:00,1.4186,0.0,0.0,27.57,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 21:00:00,1.3238,0.0,0.0,28.54,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 22:00:00,1.3165,0.0,0.0,28.86,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-07 23:00:00,1.2158,0.0,0.0,26.91,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 00:00:00,0.9645,0.0,0.0,27.7,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 01:00:00,0.9736,0.0,0.0,21.76,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 02:00:00,0.9664,0.0,0.0,26.89,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 03:00:00,1.0219,0.0,0.0,24.29,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 04:00:00,1.0261,0.0,0.0,24.62,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 05:00:00,1.0417,0.0,0.0,20.55,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 06:00:00,1.0791,0.0,0.0,20.66,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 07:00:00,1.1544,0.11825,591.2,21.82,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 08:00:00,1.214,0.22844,1000.0,21.47,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 09:00:00,1.1699,0.32306,1000.0,22.03,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 10:00:00,1.1579,0.39566,1000.0,23.53,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 11:00:00,1.1698,0.4413,1000.0,19.73,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 12:00:00,1.2068,0.45687,1000.0,24.46,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 13:00:00,1.1814,0.4413,1000.0,23.74,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 14:00:00,1.1778,0.39566,1000.0,24.19,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 15:00:00,1.2538,0.32306,1000.0,23.07,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 16:00:00,1.2712,0.22844,1000.0,26.75,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 17:00:00,1.3576,0.11825,591.2,23.0,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 18:00:00,1.3624,0.0,0.0,28.07,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 19:00:00,1.3487,0.0,0.0,25.16,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 20:00:00,1.3453,0.0,0.0,27.58,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 21:00:00,1.4093,0.0,0.0,27.22,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 22:00:00,1.3432,0.0,0.0,28.85,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-08 23:00:00,1.1979,0.0,0.0,26.35,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 00:00:00,0.958,0.0,0.0,24.96,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 01:00:00,1.0206,0.0,0.0,24.52,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 02:00:00,0.953,0.0,0.0,26.41,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 03:00:00,0.9807,0.0,0.0,24.53,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 04:00:00,1.0609,0.0,0.0,22.42,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 05:00:00,1.0682,0.0,0.0,22.02,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 06:00:00,1.1199,0.0,0.0,19.55,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 07:00:00,1.1441,0.17141,857.1,22.18,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 08:00:00,1.1743,0.33114,1000.0,18.86,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 09:00:00,1.2107,0.4683,1000.0,22.73,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 10:00:00,1.1651,0.57355,1000.0,22.09,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 11:00:00,1.1818,0.63971,1000.0,25.96,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 12:00:00,1.0997,0.66228,1000.0,21.35,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 13:00:00,1.1732,0.63971,1000.0,23.57,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 14:00:00,1.1643,0.57355,1000.0,27.2,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 15:00:00,1.1789,0.4683,1000.0,27.06,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 16:00:00,1.229,0.33114,1000.0,24.96,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 17:00:00,1.2962,0.17141,857.1,26.96,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 18:00:00,1.3873,0.0,0.0,27.1,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 19:00:00,1.3458,0.0,0.0,27.82,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 20:00:00,1.3924,0.0,0.0,26.45,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 21:00:00,1.3386,0.0,0.0,27.26,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 22:00:00,1.276,0.0,0.0,24.7,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-09 23:00:00,1.2368,0.0,0.0,26.82,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-10 00:00:00,0.9868,0.0,0.0,26.68,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-10 01:00:00,1.0172,0.0,0.0,24.94,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-10 02:00:00,0.9828,0.0,0.0,22.08,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-10 03:00:00,0.9873,0.0,0.0,25.21,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-10 04:00:00,1.0342,0.0,0.0,23.55,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-10 05:00:00,1.0888,0.0,0.0,21.29,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-10 06:00:00,1.1262,0.0,0.0,21.48,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-10 07:00:00,1.1152,0.187,935.0,19.35,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
2025-01-10 08:00:00,1.1668,0.36125,1000.0,19.96,synthetic,philippines_offgrid_reference,calibrated_synthetic_archetype
